Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-2549085,18,Fine Arts,Claude 3.5,8,Exam Prep,3.39,3.88,8,High,8
STU-7749371,23,Fine Arts,Claude 3.5,1,Code Debugging,3.82,3.74,14,High,8
STU-1580855,18,Fine Arts,Gemini Pro,3,Exam Prep,3.17,3.65,13,Low,8
STU-3205902,24,Software Engineering,Gemini Pro,9,Code Debugging,2.79,3.01,7,High,6
STU-5752717,21,Software Engineering,Perplexity,9,Essay Drafting,3,3.42,10,Medium,5
STU-6678396,21,Biology,Gemini Pro,8,Essay Drafting,2.98,3.41,14,Low,1
STU-8584878,18,Biology,GitHub Copilot,10,Essay Drafting,2.64,2.54,11,Medium,9
STU-3943886,24,Fine Arts,GitHub Copilot,4,Brainstorming,2.72,2.83,5,Low,3
STU-7285676,22,Modern History,Gemini Pro,6,Brainstorming,3.35,3.83,4,High,5
STU-5048899,23,Modern History,ChatGPT-4o,9,Brainstorming,3.46,3.62,2,Medium,5
STU-6046707,25,Biology,Perplexity,10,Code Debugging,2.97,3.14,8,Low,8
STU-1754478,21,Data Science,Gemini Pro,10,Literature Review,2.53,3,8,Medium,8
STU-5268498,22,Software Engineering,Gemini Pro,9,Brainstorming,3.46,3.85,5,Medium,4
STU-1443309,21,Fine Arts,Gemini Pro,3,Exam Prep,3.89,3.71,7,Medium,5
STU-3006909,23,Biology,Claude 3.5,7,Code Debugging,3.61,3.77,6,High,3
STU-3511424,25,Data Science,Claude 3.5,10,Brainstorming,3.25,3.59,6,High,2
STU-7442269,22,Data Science,GitHub Copilot,7,Code Debugging,3.06,3.1,4,High,3
STU-8160147,24,Fine Arts,GitHub Copilot,6,Brainstorming,2.57,3,3,High,3
STU-1676133,23,Business Administration,Gemini Pro,7,Exam Prep,2.81,2.86,12,Low,2
STU-1022693,20,Data Science,GitHub Copilot,3,Code Debugging,3.48,3.79,5,Medium,4
STU-4500629,20,Fine Arts,ChatGPT-4o,1,Literature Review,3.7,3.58,7,Low,2
STU-4323580,20,Data Science,Gemini Pro,9,Literature Review,3.77,3.9,7,Low,9
STU-4884482,25,Data Science,Perplexity,6,Literature Review,3.46,3.95,15,Low,6
STU-6009756,19,Biology,Gemini Pro,1,Literature Review,3.38,3.21,9,Medium,1
STU-7018673,18,Modern History,GitHub Copilot,6,Exam Prep,3.71,4,8,Low,2
STU-4699777,20,Modern History,Perplexity,10,Exam Prep,3.52,3.49,4,High,2
STU-6311556,19,Data Science,GitHub Copilot,6,Brainstorming,3.36,3.61,6,Medium,5
STU-8958623,24,Modern History,Perplexity,7,Literature Review,3.86,4,10,High,10
STU-2448228,19,Fine Arts,Claude 3.5,8,Essay Drafting,3.48,3.51,12,Low,1
STU-6564424,24,Fine Arts,GitHub Copilot,7,Code Debugging,2.51,2.73,12,Low,10
STU-6287822,22,Data Science,GitHub Copilot,7,Literature Review,3.39,3.36,4,Low,9
STU-4696388,25,Data Science,Perplexity,6,Brainstorming,2.98,3.23,2,Medium,9
STU-4813197,20,Software Engineering,Claude 3.5,8,Literature Review,3.5,3.45,2,Low,10
STU-6909992,19,Software Engineering,Claude 3.5,2,Code Debugging,3.23,3.47,13,Low,2
STU-4278116,23,Software Engineering,ChatGPT-4o,3,Literature Review,3.09,3.5,6,Medium,5
STU-8669056,23,Data Science,Claude 3.5,10,Brainstorming,3.52,3.63,2,Low,3
STU-9390006,19,Business Administration,Claude 3.5,6,Essay Drafting,3.8,4,12,High,7
STU-8642292,24,Fine Arts,Perplexity,10,Literature Review,3.49,3.9,8,Medium,2
STU-8671890,19,Software Engineering,GitHub Copilot,5,Code Debugging,3.33,3.55,13,Medium,7
STU-8217746,25,Business Administration,GitHub Copilot,1,Code Debugging,2.53,2.66,3,Low,1
STU-5124999,20,Data Science,Gemini Pro,1,Code Debugging,3.96,4,9,Medium,9
STU-9457966,23,Modern History,Gemini Pro,3,Brainstorming,3.98,3.87,6,High,8
STU-1676060,23,Modern History,ChatGPT-4o,9,Brainstorming,3.27,3.69,10,Low,4
STU-5828406,18,Biology,Gemini Pro,6,Literature Review,3.31,3.36,11,High,8
STU-7337933,23,Biology,ChatGPT-4o,2,Brainstorming,3.99,4,15,High,3
STU-7564706,21,Fine Arts,Perplexity,7,Brainstorming,3.33,3.64,3,High,5
STU-8071059,23,Fine Arts,Gemini Pro,4,Code Debugging,3.78,4,2,High,10
STU-9221046,20,Biology,GitHub Copilot,1,Code Debugging,2.93,3.02,12,Low,9
STU-2951766,25,Biology,ChatGPT-4o,6,Code Debugging,3,3,4,Medium,3
STU-6757751,24,Business Administration,Gemini Pro,1,Code Debugging,3.7,3.88,8,Medium,6
STU-6262131,21,Software Engineering,GitHub Copilot,1,Brainstorming,3.53,3.65,9,Medium,4
STU-2343367,24,Business Administration,Perplexity,1,Brainstorming,3.58,3.97,12,Low,5
STU-6191988,23,Modern History,Claude 3.5,9,Code Debugging,3.6,3.68,15,Medium,1
STU-9036822,21,Data Science,GitHub Copilot,7,Literature Review,3.8,3.64,15,Medium,5
STU-9511372,23,Modern History,GitHub Copilot,6,Brainstorming,3.52,3.42,2,Medium,1
STU-3931588,18,Business Administration,ChatGPT-4o,4,Literature Review,2.58,2.69,6,Low,7
STU-6363105,20,Software Engineering,GitHub Copilot,1,Literature Review,3.5,3.49,12,High,9
STU-1293935,23,Modern History,GitHub Copilot,2,Exam Prep,3.68,3.9,6,Medium,7
STU-9750734,22,Data Science,Claude 3.5,2,Brainstorming,3.43,3.66,12,High,10
STU-1812057,22,Software Engineering,Perplexity,4,Essay Drafting,3.98,4,9,Medium,9
STU-9996287,21,Business Administration,Perplexity,7,Brainstorming,2.82,2.66,8,High,3
STU-5879228,19,Business Administration,Perplexity,8,Essay Drafting,3.18,3.34,9,Low,1
STU-8065354,24,Business Administration,Perplexity,9,Essay Drafting,3.91,4,12,Medium,5
STU-3805298,21,Software Engineering,Perplexity,10,Code Debugging,2.72,3.03,14,Low,9
STU-4647121,19,Business Administration,GitHub Copilot,2,Essay Drafting,3.74,4,7,Low,10
STU-3850328,25,Fine Arts,GitHub Copilot,6,Essay Drafting,3.09,3.04,4,Medium,1
STU-5093365,25,Business Administration,GitHub Copilot,1,Essay Drafting,2.92,2.86,6,Medium,1
STU-3247339,19,Software Engineering,ChatGPT-4o,1,Exam Prep,2.87,3.19,2,Low,3
STU-7262984,18,Biology,Claude 3.5,5,Code Debugging,2.55,2.73,15,Medium,10
STU-5843369,25,Business Administration,Claude 3.5,9,Code Debugging,3.04,2.99,8,Medium,8
STU-7068603,23,Software Engineering,Claude 3.5,6,Literature Review,2.56,2.77,6,High,4
STU-5351272,23,Data Science,Claude 3.5,1,Brainstorming,3.18,3.46,8,Low,4
STU-5511269,25,Fine Arts,ChatGPT-4o,2,Literature Review,3.99,4,12,Low,2
STU-2171962,24,Biology,Claude 3.5,5,Brainstorming,3.57,3.4,9,Medium,7
STU-2442447,24,Software Engineering,GitHub Copilot,10,Exam Prep,3.65,3.71,7,Medium,4
STU-6605363,25,Software Engineering,ChatGPT-4o,1,Exam Prep,3.69,3.65,3,Low,2
STU-4297315,21,Biology,GitHub Copilot,10,Brainstorming,2.78,2.74,15,High,5
STU-3997659,20,Software Engineering,GitHub Copilot,3,Essay Drafting,3.08,3.08,14,Low,8
STU-6656772,25,Business Administration,GitHub Copilot,1,Essay Drafting,2.94,2.92,4,Low,7
STU-9253698,22,Fine Arts,GitHub Copilot,7,Essay Drafting,2.75,3.03,14,High,7
STU-4125145,21,Software Engineering,GitHub Copilot,2,Brainstorming,2.98,3.33,3,High,7
STU-4182535,18,Business Administration,Claude 3.5,10,Brainstorming,2.91,3.09,6,Low,4
STU-5534516,24,Software Engineering,Perplexity,4,Essay Drafting,3.44,3.44,10,Medium,4
STU-9871614,25,Software Engineering,ChatGPT-4o,2,Exam Prep,3.32,3.23,7,High,9
STU-5391964,23,Fine Arts,Gemini Pro,1,Code Debugging,3.46,3.35,11,High,4
STU-4166367,21,Software Engineering,GitHub Copilot,3,Exam Prep,3.95,4,10,Medium,9
STU-4704075,18,Modern History,Claude 3.5,4,Brainstorming,2.83,2.85,14,Medium,4
STU-1718420,19,Data Science,Perplexity,8,Brainstorming,2.59,2.56,11,High,10
STU-4037203,20,Biology,Gemini Pro,2,Literature Review,2.64,2.55,2,Medium,10
STU-6291343,19,Biology,Gemini Pro,5,Brainstorming,3.28,3.1,12,High,2
STU-4763136,23,Software Engineering,Perplexity,1,Exam Prep,2.51,2.41,5,High,10
STU-7932199,24,Business Administration,Perplexity,6,Brainstorming,3.95,3.79,7,Medium,7
STU-7638285,18,Software Engineering,Claude 3.5,10,Essay Drafting,3.14,3.24,6,High,4
STU-4110657,19,Biology,Claude 3.5,7,Code Debugging,3.98,4,10,High,6
STU-7958763,24,Data Science,ChatGPT-4o,10,Exam Prep,3.7,3.93,6,High,10
STU-6442161,20,Modern History,Claude 3.5,10,Code Debugging,2.64,2.69,7,Medium,2
STU-8100739,24,Business Administration,Gemini Pro,9,Literature Review,2.76,2.79,6,Medium,4
STU-9509253,21,Fine Arts,Claude 3.5,1,Literature Review,3.76,3.78,13,High,1
STU-9865061,21,Modern History,Gemini Pro,9,Literature Review,3.3,3.77,6,High,2
STU-9959123,21,Biology,ChatGPT-4o,3,Exam Prep,2.6,2.77,13,Low,4
STU-5465199,20,Fine Arts,ChatGPT-4o,4,Literature Review,2.55,3.02,5,High,3
STU-6692448,23,Software Engineering,Claude 3.5,5,Exam Prep,3.1,3.02,6,High,8
STU-5801547,23,Fine Arts,Gemini Pro,3,Essay Drafting,3.84,4,11,Low,10
STU-6832357,20,Fine Arts,Gemini Pro,9,Code Debugging,2.78,2.99,13,High,7
STU-5596045,20,Modern History,GitHub Copilot,1,Essay Drafting,3.23,3.24,15,High,2
STU-9515254,18,Fine Arts,GitHub Copilot,1,Essay Drafting,3.03,3.48,15,High,10
STU-5495694,18,Business Administration,Gemini Pro,5,Exam Prep,3.47,3.86,3,High,8
STU-4609280,22,Biology,Gemini Pro,9,Code Debugging,3.49,3.97,7,Low,1
STU-5598415,21,Fine Arts,ChatGPT-4o,2,Code Debugging,2.59,2.57,15,High,1
STU-1609716,19,Biology,GitHub Copilot,1,Code Debugging,2.67,2.73,14,Low,9
STU-6122420,19,Biology,ChatGPT-4o,9,Code Debugging,2.79,2.86,10,High,4
STU-5539773,19,Fine Arts,Perplexity,6,Essay Drafting,3.65,3.52,7,Low,6
STU-6882646,22,Software Engineering,Perplexity,1,Literature Review,2.63,3.01,5,Low,6
STU-6987555,25,Modern History,GitHub Copilot,2,Exam Prep,3.5,3.92,15,Medium,2
STU-1872705,25,Data Science,ChatGPT-4o,5,Exam Prep,3.33,3.68,3,Low,3
STU-8366639,19,Software Engineering,Perplexity,9,Brainstorming,3.72,4,2,Low,4
STU-3376074,21,Fine Arts,GitHub Copilot,10,Code Debugging,2.6,2.45,8,Medium,6
STU-9971406,25,Modern History,Perplexity,10,Essay Drafting,3.06,2.86,10,Low,2
STU-7929085,18,Software Engineering,Claude 3.5,3,Exam Prep,3.43,3.83,11,Low,6
STU-1964400,24,Business Administration,ChatGPT-4o,10,Brainstorming,3.75,4,3,High,2
STU-4448733,19,Software Engineering,Perplexity,4,Brainstorming,2.66,2.5,11,High,2
STU-1070739,25,Data Science,Perplexity,1,Essay Drafting,3.5,3.46,12,Medium,9
STU-7053383,19,Modern History,Gemini Pro,10,Code Debugging,3.63,3.97,2,Low,7
STU-3877057,19,Fine Arts,Claude 3.5,7,Essay Drafting,2.87,2.8,8,Medium,8
STU-4137281,18,Software Engineering,Claude 3.5,4,Brainstorming,3.52,3.71,15,High,6
STU-7304171,24,Software Engineering,Perplexity,1,Essay Drafting,2.59,2.56,12,Medium,9
STU-2731458,23,Fine Arts,ChatGPT-4o,3,Brainstorming,2.6,2.49,6,Low,3
STU-4554378,25,Business Administration,Gemini Pro,6,Brainstorming,3,3.31,6,Low,4
STU-3004106,21,Data Science,Claude 3.5,4,Code Debugging,2.9,3.38,2,Low,2
STU-8288798,19,Biology,Perplexity,6,Code Debugging,3.84,3.73,11,Low,3
STU-1088908,25,Data Science,GitHub Copilot,1,Literature Review,3.12,2.94,2,Low,7
STU-9935558,20,Software Engineering,GitHub Copilot,7,Essay Drafting,3.44,3.47,9,Medium,1
STU-5017353,25,Software Engineering,GitHub Copilot,8,Essay Drafting,3.54,3.39,7,Low,10
STU-5465474,22,Modern History,Gemini Pro,8,Essay Drafting,3,2.97,12,High,3
STU-8231846,23,Business Administration,ChatGPT-4o,6,Exam Prep,3.81,3.98,4,High,9
STU-5098598,25,Data Science,Claude 3.5,9,Brainstorming,2.88,3.34,2,Low,6
STU-6882940,23,Biology,ChatGPT-4o,6,Essay Drafting,3.26,3.44,11,Low,6
STU-9696175,25,Data Science,Perplexity,2,Literature Review,3.57,3.41,7,Low,1
STU-6854780,19,Fine Arts,Gemini Pro,10,Code Debugging,3.22,3.52,7,Medium,10
STU-9998151,23,Biology,ChatGPT-4o,3,Code Debugging,2.95,3.15,7,Low,4
STU-8640204,22,Fine Arts,Gemini Pro,5,Code Debugging,2.92,3.15,2,Medium,9
STU-3724476,23,Business Administration,Claude 3.5,10,Exam Prep,3.58,3.7,4,Medium,7
STU-3975811,25,Software Engineering,Gemini Pro,3,Code Debugging,3.63,4,12,Medium,8
STU-1547662,23,Business Administration,Claude 3.5,1,Exam Prep,2.98,3.46,10,Medium,7
STU-3586715,20,Software Engineering,GitHub Copilot,4,Brainstorming,2.5,2.66,3,High,7
STU-6819577,18,Modern History,Claude 3.5,8,Literature Review,2.95,3.33,13,Medium,3
STU-8809629,25,Biology,Perplexity,6,Exam Prep,3.51,3.9,3,High,3
STU-4847775,20,Biology,ChatGPT-4o,2,Exam Prep,3.55,3.89,13,Low,10
STU-3451930,24,Fine Arts,Gemini Pro,7,Literature Review,2.53,2.6,12,Medium,7
STU-5175701,22,Fine Arts,ChatGPT-4o,8,Exam Prep,2.91,2.81,2,Medium,7
STU-8609295,25,Modern History,Gemini Pro,10,Code Debugging,3.1,3.53,13,High,5
STU-3469272,18,Software Engineering,Perplexity,1,Exam Prep,2.81,2.95,14,Medium,10
STU-3258523,19,Data Science,Claude 3.5,5,Code Debugging,3.83,4,6,High,8
STU-7399837,22,Modern History,GitHub Copilot,9,Code Debugging,2.51,2.99,11,Medium,10
STU-6599021,20,Data Science,Claude 3.5,9,Essay Drafting,2.59,2.66,14,Medium,2
STU-1233625,22,Business Administration,GitHub Copilot,8,Essay Drafting,3.8,4,8,Low,3
STU-3842427,24,Biology,GitHub Copilot,8,Brainstorming,3.29,3.28,2,High,6
STU-9910640,22,Software Engineering,ChatGPT-4o,5,Literature Review,3.54,3.95,8,High,6
STU-1624838,18,Modern History,Claude 3.5,10,Literature Review,2.82,2.86,5,High,6
STU-5964776,21,Biology,GitHub Copilot,4,Code Debugging,3.7,4,12,Medium,4
STU-3949825,23,Fine Arts,ChatGPT-4o,1,Brainstorming,3.45,3.3,4,High,3
STU-6806543,25,Business Administration,Gemini Pro,10,Literature Review,3.78,4,2,Medium,6
STU-8595063,18,Software Engineering,Perplexity,6,Brainstorming,2.62,2.7,3,Medium,5
STU-8081075,24,Data Science,Perplexity,5,Code Debugging,3.27,3.56,11,High,3
STU-1745081,24,Business Administration,GitHub Copilot,6,Exam Prep,2.87,3.25,13,Low,6
STU-6209055,20,Software Engineering,Claude 3.5,5,Exam Prep,2.99,2.91,11,Low,4
STU-4728546,21,Fine Arts,Gemini Pro,9,Brainstorming,3.94,4,14,Medium,6
STU-2068883,18,Business Administration,Gemini Pro,8,Literature Review,3.62,3.56,5,Low,9
STU-3613207,24,Business Administration,Perplexity,9,Essay Drafting,3.4,3.76,6,Medium,10
STU-9918760,25,Business Administration,Perplexity,2,Literature Review,3.38,3.67,3,Medium,6
STU-8402206,22,Data Science,GitHub Copilot,10,Exam Prep,3.84,4,11,High,1
STU-4961935,19,Software Engineering,Claude 3.5,8,Essay Drafting,3.57,4,13,Low,1
STU-8164876,22,Biology,Claude 3.5,9,Code Debugging,3.9,4,9,Low,4
STU-5535797,25,Modern History,Perplexity,1,Essay Drafting,2.56,2.57,12,Low,3
STU-3222897,19,Business Administration,ChatGPT-4o,7,Exam Prep,3.69,3.83,8,Medium,2
STU-7832673,23,Biology,ChatGPT-4o,8,Code Debugging,3.61,3.64,2,Medium,9
STU-6434060,25,Business Administration,Gemini Pro,9,Literature Review,3.17,3.54,10,Medium,1
STU-1179444,21,Biology,Perplexity,2,Code Debugging,3.38,3.35,10,High,4
STU-7296412,24,Biology,ChatGPT-4o,10,Literature Review,2.84,2.96,12,Low,4
STU-9792952,18,Software Engineering,GitHub Copilot,6,Literature Review,2.56,2.58,3,Medium,7
STU-9034585,24,Data Science,GitHub Copilot,1,Code Debugging,2.89,3.07,7,Medium,1
STU-7091578,23,Biology,ChatGPT-4o,8,Code Debugging,3.28,3.13,14,Low,7
STU-9473838,22,Modern History,Claude 3.5,2,Brainstorming,3.4,3.47,11,High,10
STU-3218982,21,Software Engineering,Gemini Pro,5,Code Debugging,3.69,3.84,2,High,2
STU-2405619,18,Biology,Perplexity,9,Code Debugging,2.69,2.8,12,Low,7
STU-3225566,21,Fine Arts,Perplexity,1,Code Debugging,3.43,3.61,6,Medium,10
STU-4552142,21,Business Administration,Perplexity,3,Essay Drafting,3.57,3.45,3,Medium,2
STU-3597707,19,Biology,Gemini Pro,6,Literature Review,3.12,3.23,10,High,6
STU-9212917,20,Data Science,Gemini Pro,4,Literature Review,3.33,3.4,12,High,10
STU-1867692,24,Biology,Claude 3.5,9,Essay Drafting,3.9,4,8,High,6
STU-1524556,18,Modern History,Claude 3.5,10,Code Debugging,2.82,3.2,13,Low,3
STU-1632514,21,Business Administration,GitHub Copilot,5,Code Debugging,3.21,3.3,8,Medium,3
STU-6517717,23,Software Engineering,Claude 3.5,4,Literature Review,2.53,2.41,3,Low,10
STU-7167736,21,Modern History,GitHub Copilot,6,Brainstorming,3.03,3.46,4,Medium,6
STU-4261085,22,Business Administration,ChatGPT-4o,8,Brainstorming,3.77,4,11,Low,10
STU-5564971,18,Fine Arts,Gemini Pro,9,Literature Review,3.75,3.99,3,Medium,7
STU-6087637,23,Modern History,Gemini Pro,9,Literature Review,3.46,3.92,14,Low,8
STU-8914370,18,Modern History,Gemini Pro,4,Code Debugging,2.55,2.42,6,Medium,4
STU-9006284,25,Software Engineering,Claude 3.5,9,Essay Drafting,3.58,3.81,2,Medium,3
STU-8003830,18,Business Administration,Gemini Pro,8,Literature Review,3.56,4,13,Low,10
STU-1722865,19,Business Administration,Perplexity,4,Literature Review,2.51,2.84,13,Medium,1
STU-1862612,23,Fine Arts,Claude 3.5,1,Brainstorming,3.78,3.8,5,Medium,5
STU-3868090,22,Biology,Gemini Pro,10,Essay Drafting,3.85,3.88,3,Medium,6
STU-5756251,21,Modern History,ChatGPT-4o,6,Code Debugging,3.12,3.17,14,High,10
STU-1881978,24,Fine Arts,GitHub Copilot,7,Code Debugging,3.82,3.65,8,High,4
STU-9451478,21,Modern History,Claude 3.5,3,Literature Review,2.81,3.03,2,High,3
STU-7493388,25,Software Engineering,Perplexity,3,Brainstorming,3.75,4,14,Medium,8
STU-9325306,18,Software Engineering,ChatGPT-4o,5,Essay Drafting,3.16,3.08,10,High,5
STU-4006365,21,Fine Arts,GitHub Copilot,10,Brainstorming,3.28,3.47,13,High,4
STU-4954236,21,Biology,Claude 3.5,4,Exam Prep,2.71,3.2,5,Low,6
STU-5503202,19,Software Engineering,Gemini Pro,9,Code Debugging,3,2.86,4,High,8
STU-1864114,25,Business Administration,Claude 3.5,4,Essay Drafting,3.75,4,11,Medium,10
STU-9718627,19,Biology,GitHub Copilot,8,Exam Prep,2.64,2.55,12,High,10
STU-9023452,23,Fine Arts,Claude 3.5,9,Exam Prep,3.66,3.83,7,Medium,9
STU-7494255,22,Software Engineering,Gemini Pro,3,Brainstorming,3.32,3.6,8,Medium,5
STU-8557985,24,Business Administration,Gemini Pro,3,Exam Prep,3.56,3.99,4,High,10
STU-9033505,24,Fine Arts,Perplexity,2,Literature Review,3.09,3.17,4,Low,3
STU-2851192,23,Software Engineering,Perplexity,4,Code Debugging,3.27,3.23,6,Medium,1
STU-6858155,21,Fine Arts,Gemini Pro,4,Exam Prep,2.52,2.41,14,Medium,6
STU-3422990,24,Modern History,GitHub Copilot,8,Exam Prep,3.46,3.4,7,Low,9
STU-6581136,24,Modern History,Claude 3.5,2,Essay Drafting,3.7,3.84,13,High,5
STU-6910515,20,Software Engineering,Perplexity,8,Essay Drafting,3.82,3.65,14,Low,3
STU-2377027,19,Software Engineering,Claude 3.5,6,Code Debugging,3.03,3.38,2,Low,7
STU-1607564,24,Modern History,GitHub Copilot,4,Brainstorming,3.9,4,9,Medium,4
STU-4183724,24,Business Administration,GitHub Copilot,1,Literature Review,2.85,2.79,7,High,8
STU-3848281,20,Software Engineering,Perplexity,4,Literature Review,2.74,2.98,15,Low,10
STU-6572103,20,Data Science,GitHub Copilot,5,Literature Review,3.32,3.37,8,Medium,1
STU-8801613,21,Software Engineering,GitHub Copilot,2,Brainstorming,2.85,3.21,9,Low,1
STU-8985646,20,Data Science,ChatGPT-4o,4,Literature Review,3.77,3.78,14,High,5
STU-5801490,20,Biology,ChatGPT-4o,6,Exam Prep,2.93,2.99,8,Low,1
STU-5560179,21,Fine Arts,Perplexity,8,Brainstorming,3.38,3.24,3,Low,5
STU-1677427,19,Modern History,ChatGPT-4o,9,Literature Review,3.18,3.24,3,Medium,7
STU-1217338,18,Biology,GitHub Copilot,3,Essay Drafting,3.16,3.2,5,Low,4
STU-1374814,18,Biology,ChatGPT-4o,6,Exam Prep,3.88,4,12,Medium,5
STU-8931614,25,Biology,Perplexity,5,Brainstorming,2.52,2.52,14,Low,2
STU-8985590,22,Biology,Gemini Pro,6,Essay Drafting,3.48,3.29,15,High,9
STU-3611557,18,Biology,Gemini Pro,5,Code Debugging,3.93,3.87,9,Low,6
STU-8218743,21,Modern History,Perplexity,3,Exam Prep,2.88,3.08,11,Low,10
STU-1877996,25,Fine Arts,Claude 3.5,2,Literature Review,3.24,3.71,6,Low,6
STU-9764388,20,Fine Arts,Perplexity,2,Literature Review,2.8,3.25,4,Low,8
STU-6102296,22,Fine Arts,Claude 3.5,8,Literature Review,3.98,4,6,Low,1
STU-3014830,25,Software Engineering,ChatGPT-4o,1,Brainstorming,3.18,3.3,8,Medium,2
STU-5258408,23,Data Science,GitHub Copilot,2,Literature Review,3.75,4,15,Low,9
STU-6855274,23,Modern History,Claude 3.5,4,Brainstorming,2.92,2.99,8,Medium,3
STU-5640534,21,Data Science,GitHub Copilot,7,Code Debugging,2.6,2.79,6,High,3
STU-9480257,18,Business Administration,Perplexity,7,Brainstorming,3.35,3.71,10,Low,6
STU-9203138,21,Fine Arts,Perplexity,1,Brainstorming,2.87,3.12,10,Medium,4
STU-3278670,24,Fine Arts,Gemini Pro,2,Literature Review,2.61,2.94,2,Medium,5
STU-8634891,25,Fine Arts,ChatGPT-4o,3,Essay Drafting,3.97,4,14,Low,5
STU-8109951,21,Software Engineering,ChatGPT-4o,4,Brainstorming,2.97,3.12,11,High,9
STU-2850857,18,Business Administration,ChatGPT-4o,3,Brainstorming,3.46,3.41,14,Low,6
STU-9065479,24,Data Science,Claude 3.5,8,Essay Drafting,3.2,3.7,4,Low,2
STU-9354177,22,Modern History,Gemini Pro,1,Code Debugging,3.98,4,3,Medium,10
STU-5860349,23,Biology,GitHub Copilot,8,Code Debugging,3.82,3.69,14,Low,8
STU-3019424,23,Data Science,GitHub Copilot,5,Brainstorming,2.85,3.04,4,Low,8
STU-5472639,20,Business Administration,Gemini Pro,1,Code Debugging,3.55,3.5,13,Medium,10
STU-9431708,25,Business Administration,GitHub Copilot,9,Code Debugging,3.97,3.92,4,Medium,8
STU-4627139,20,Business Administration,GitHub Copilot,1,Literature Review,2.88,2.93,3,Low,6
STU-6158336,21,Business Administration,Perplexity,10,Code Debugging,2.7,3,13,Medium,2
STU-4289844,25,Software Engineering,Gemini Pro,3,Exam Prep,3.76,4,6,Medium,2
STU-1530221,21,Business Administration,Gemini Pro,9,Literature Review,2.7,3.14,5,Medium,5
STU-8575108,19,Fine Arts,ChatGPT-4o,9,Exam Prep,2.85,2.86,10,Low,3
STU-6630582,22,Biology,Claude 3.5,2,Code Debugging,3.11,2.94,14,Low,6
STU-2231440,20,Biology,ChatGPT-4o,2,Brainstorming,2.5,2.68,13,Low,8
STU-5894918,21,Biology,GitHub Copilot,4,Literature Review,2.63,2.93,11,Low,8
STU-2080655,21,Fine Arts,ChatGPT-4o,4,Literature Review,3.73,3.84,11,High,1
STU-5563842,18,Data Science,GitHub Copilot,5,Exam Prep,2.91,2.96,9,Low,9
STU-1492106,20,Fine Arts,Gemini Pro,8,Literature Review,3.51,3.84,8,Low,9
STU-8160005,19,Software Engineering,Claude 3.5,10,Essay Drafting,3.93,4,9,Medium,5
STU-1359732,21,Modern History,Gemini Pro,9,Code Debugging,2.51,2.5,2,Medium,5
STU-7962155,18,Biology,Claude 3.5,6,Literature Review,3.79,3.6,11,Medium,8
STU-3089770,25,Modern History,Perplexity,5,Essay Drafting,2.66,2.56,14,High,4
STU-2315015,23,Software Engineering,Perplexity,10,Literature Review,2.67,2.58,15,Medium,2
STU-7605676,25,Data Science,Gemini Pro,4,Code Debugging,3.82,3.84,11,Medium,3
STU-2574969,24,Business Administration,Perplexity,5,Code Debugging,2.67,2.87,8,High,8
STU-6279714,23,Fine Arts,Claude 3.5,8,Literature Review,3.94,4,11,Medium,2
STU-4952645,18,Fine Arts,ChatGPT-4o,10,Brainstorming,2.67,2.7,11,High,10
STU-9187109,25,Modern History,Gemini Pro,6,Exam Prep,3.56,3.55,12,High,10
STU-6325120,25,Data Science,GitHub Copilot,3,Essay Drafting,3.53,3.6,15,Medium,7
STU-7188737,19,Biology,GitHub Copilot,4,Literature Review,2.72,2.68,11,Low,1
STU-1896665,22,Fine Arts,Perplexity,5,Exam Prep,3.94,4,9,Low,4
STU-2357698,21,Business Administration,Gemini Pro,6,Literature Review,3.47,3.86,9,Low,10
STU-4359729,24,Software Engineering,Claude 3.5,1,Code Debugging,2.96,3.37,10,Low,4
STU-1966579,21,Business Administration,Gemini Pro,3,Literature Review,3.39,3.29,14,Low,3
STU-6547770,20,Fine Arts,Perplexity,2,Code Debugging,3.97,4,13,High,9
STU-7030118,21,Fine Arts,Claude 3.5,6,Essay Drafting,3.63,3.79,5,Low,2
STU-5446351,19,Modern History,GitHub Copilot,7,Literature Review,3.68,3.68,11,Medium,1
STU-8719980,21,Business Administration,Claude 3.5,7,Essay Drafting,2.75,2.95,11,Low,5
STU-3545952,24,Biology,GitHub Copilot,8,Code Debugging,3.33,3.21,15,High,1
STU-9364808,24,Business Administration,ChatGPT-4o,9,Code Debugging,3.78,3.87,13,Medium,2
STU-2640258,21,Software Engineering,Claude 3.5,7,Exam Prep,3.85,4,11,High,2
STU-2344295,19,Software Engineering,GitHub Copilot,5,Brainstorming,2.79,2.82,11,Low,4
STU-9177687,22,Data Science,ChatGPT-4o,3,Code Debugging,3.75,3.65,12,High,8
STU-2081284,19,Modern History,Perplexity,5,Exam Prep,3.29,3.27,15,High,4
STU-6772936,23,Fine Arts,Claude 3.5,6,Brainstorming,3.65,4,7,High,5
STU-3267313,22,Biology,Claude 3.5,7,Essay Drafting,3.79,4,12,Low,9
STU-3955321,19,Biology,Claude 3.5,8,Code Debugging,3.64,3.56,10,Medium,7
STU-8776595,21,Business Administration,Perplexity,4,Brainstorming,2.61,2.68,3,High,10
